command,mean,stddev,median,user,system,min,max
COMMAND=compile yarn synth,6.481650746984999,0.9853801399294005,6.578233688285,17.569457404999998,1.18418599,4.741320593285,7.856389479285
COMMAND=build yarn synth,4.321535925785,0.3843714199165064,4.150426643785,11.629756505,0.7840505899999999,3.876393887285,5.188059747285
