command,mean,stddev,median,user,system,min,max
COMMAND=compile yarn synth,5.554038073645,0.5785584797429836,5.609945205145,16.140851894999994,1.04294593,4.6177636121450005,6.372536855145
COMMAND=build yarn synth,25.567620527345003,1.6946412375242246,26.110231914645002,43.657497195,1.30439323,23.215436193145003,27.635622986145002
